400.007000	0.856343
400.017000	0.956341
400.027000	1.071060
400.037000	1.128544
400.047000	1.078395
400.057000	0.971014
400.067000	0.884436
400.077000	0.847741
400.087000	0.860263
400.097000	0.915657
400.107000	0.996077
400.117000	1.061297
400.127000	1.087518
400.137000	1.100924
400.147000	1.126361
400.157000	1.143182
400.167000	1.105048
400.177000	1.013124
400.187000	0.927022
400.197000	0.880414
400.207000	0.858366
400.217000	0.841152
400.227000	0.833990
400.237000	0.849848
400.247000	0.882707
400.257000	0.911024
400.267000	0.923519
400.277000	0.925691
400.287000	0.916593
400.297000	0.886819
400.307000	0.845947
400.317000	0.817670
400.327000	0.808079
400.337000	0.808863
400.347000	0.819617
400.357000	0.850744
400.367000	0.901304
400.377000	0.939453
400.387000	0.931682
400.397000	0.891460
400.407000	0.852578
400.417000	0.828153
400.427000	0.816382
400.437000	0.818117
400.447000	0.841007
400.457000	0.898895
400.467000	1.018543
400.477000	1.246239
400.487000	1.635224
400.497000	2.179299
400.507000	2.744405
400.517000	3.095424
400.527000	2.956174
400.537000	2.396339
400.547000	1.839034
400.557000	1.470154
400.567000	1.247527
400.577000	1.104276
400.587000	1.017073
400.597000	0.991756
400.607000	1.028931
400.617000	1.103751
400.627000	1.163239
400.637000	1.181222
400.647000	1.200676
400.657000	1.267960
400.667000	1.354656
400.677000	1.364837
400.687000	1.276818
400.697000	1.175722
400.707000	1.116860
400.717000	1.089483
400.727000	1.047582
400.737000	0.968253
400.747000	0.890123
400.757000	0.856940
400.767000	0.877596
400.777000	0.938454
400.787000	1.007415
400.797000	1.033592
400.807000	0.991157
400.817000	0.914190
400.827000	0.849325
400.837000	0.812719
400.847000	0.803741
400.857000	0.826326
400.867000	0.893613
400.877000	1.009448
400.887000	1.131118
400.897000	1.171753
400.907000	1.104712
400.917000	0.994099
400.927000	0.907232
400.937000	0.884616
400.947000	0.946915
400.957000	1.080388
400.967000	1.188860
400.977000	1.155913
400.987000	1.032987
400.997000	0.936767
401.007000	0.900068
401.017000	0.900691
401.027000	0.914350
401.037000	0.940238
401.047000	0.985879
401.057000	1.038399
401.067000	1.067590
401.077000	1.057049
401.087000	1.009107
401.097000	0.935070
401.107000	0.863864
401.117000	0.830820
401.127000	0.852414
401.137000	0.912683
401.147000	0.971062
401.157000	0.998243
401.167000	0.991779
401.177000	0.957883
401.187000	0.914806
401.197000	0.895601
401.207000	0.927811
401.217000	1.019111
401.227000	1.140958
401.237000	1.210824
401.247000	1.160590
401.257000	1.041731
401.267000	0.936625
401.277000	0.866838
401.287000	0.821205
401.297000	0.790421
401.307000	0.772180
401.317000	0.766741
401.327000	0.779144
401.337000	0.822674
401.347000	0.913541
401.357000	1.056391
401.367000	1.214121
401.377000	1.286356
401.387000	1.212211
401.397000	1.078557
401.406000	0.987266
401.416000	0.970492
401.426000	1.016892
401.436000	1.099841
401.446000	1.161312
401.456000	1.127205
401.466000	1.011698
401.476000	0.900835
401.486000	0.835890
401.496000	0.811582
401.506000	0.814968
401.516000	0.842071
401.526000	0.894320
401.536000	0.968376
401.546000	1.042018
401.556000	1.064879
401.566000	1.005217
401.576000	0.907989
401.586000	0.835575
401.596000	0.806571
401.606000	0.811515
401.616000	0.842319
401.626000	0.895536
401.636000	0.951215
401.646000	0.970180
401.656000	0.944917
